# chimera	E	m
11211312	33	84
11211313	33	69
11211321	37	85
11211322	37	90
11211323	37	75
11211331	31	70
11211332	31	75
11211333	31	60
11212111	42	28
11212112	42	41
11212113	42	38
11212121	50	42
11212122	50	55
11212123	50	52
11212131	46	37
11212132	46	50
11212133	46	47
11212211	48	60
11212212	48	47
11212213	48	62
11212221	38	46
11212222	38	33
11212223	38	48
11212231	48	61
11212232	48	48
11212233	48	63
11212311	49	85
11212312	49	90
11212313	49	75
11212321	53	91
11212322	53	96
11212323	53	81
11212331	47	76
11212332	47	81
11212333	47	66
11213111	29	22
11213112	29	35
11213113	29	32
11213121	37	36
11213122	37	49
11213123	37	46
11213131	33	31
11213132	33	44
11213133	33	41
11213211	51	74
11213212	51	61
11213213	51	76
11213221	41	60
11213222	41	47
11213223	41	62
11213231	51	75
11213232	51	62
11213233	51	77
11213311	32	71
11213312	32	76
11213313	32	61
11213321	36	77
11213322	36	82
11213323	36	67
11213331	30	62
11213332	30	67
11213333	30	52
11221111	40	27
11221112	40	40
11221113	40	37
11221121	48	41
11221122	48	54
11221123	48	51
11221131	44	36
11221132	44	49
11221133	44	46
11221211	54	61
11221212	54	48
11221213	54	63
11221221	44	47
11221222	44	34
11221223	44	49
11221231	54	62
11221232	54	49
11221233	54	64
11221311	50	82
11221312	50	87
11221313	50	72
11221321	54	88
11221322	54	93
11221323	54	78
11221331	48	73
11221332	48	78
11221333	48	63
11222111	42	41
11222112	42	54
11222113	42	51
11222121	50	55
11222122	50	68
11222123	50	65
11222131	46	50
11222132	46	63
11222133	46	60
11222211	32	47
11222212	32	34
11222213	32	49
11222221	22	33
11222222	22	20
11222223	22	35
11222231	32	48
11222232	32	35
11222233	32	50
11222311	42	88
11222312	42	93
11222313	42	78
11222321	46	94
11222322	46	99
11222323	46	84
11222331	40	79
11222332	40	84
11222333	40	69
11223111	52	35
11223112	52	48
11223113	52	45
11223121	60	49
11223122	60	62
11223123	60	59
11223131	56	44
11223132	56	57
11223133	56	54
11223211	58	61
11223212	58	48
11223213	58	63
11223221	48	47
11223222	48	34
11223223	48	49
11223231	58	62
11223232	58	49
11223233	58	64
11223311	48	74
11223312	48	79
11223313	48	64
11223321	52	80
11223322	52	85
11223323	52	70
11223331	46	65
11223332	46	70
11223333	46	55
11231111	30	24
11231112	30	37
11231113	30	34
11231121	38	38
11231122	38	51
11231123	38	48
11231131	34	33
11231132	34	46
11231133	34	43
11231211	55	74
11231212	55	61
11231213	55	76
11231221	45	60
11231222	45	47
11231223	45	62
11231231	55	75
11231232	55	62
11231233	55	77
11231311	41	69
11231312	41	74
11231313	41	59
11231321	45	75
11231322	45	80
11231323	45	65
11231331	39	60
11231332	39	65
11231333	39	50
11232111	54	38
11232112	54	51
11232113	54	48
11232121	62	52
11232122	62	65
11232123	62	62
11232131	58	47
11232132	58	60
11232133	58	57
11232211	55	60
11232212	55	47
11232213	55	62
11232221	45	46
11232222	45	33
11232223	45	48
11232231	55	61
11232232	55	48
11232233	55	63
11232311	55	75
11232312	55	80
11232313	55	65
11232321	59	81
11232322	59	86
11232323	59	71
11232331	53	66
11232332	53	71
11232333	53	56
11233111	37	32
11233112	37	45
11233113	37	42
11233121	45	46
11233122	45	59
11233123	45	56
11233131	41	41
11233132	41	54
11233133	41	51
11233211	54	74
11233212	54	61
11233213	54	76
11233221	44	60
11233222	44	47
11233223	44	62
11233231	54	75
11233232	54	62
11233233	54	77
11233311	34	61
11233312	34	66
11233313	34	51
11233321	38	67
11233322	38	72
11233323	38	57
11233331	32	52
11233332	32	57
11233333	32	42
11311111	9	8
11311112	9	21
11311113	9	18
11311121	19	22
11311122	19	35
11311123	19	32
11311131	11	17
11311132	11	30
11311133	11	27
11311211	45	88
11311212	45	75
11311213	45	90
11311221	37	74
11311222	37	61
11311223	37	76
11311231	43	89
11311232	43	76
11311233	43	91
11311311	24	65
11311312	24	70
11311313	24	55
11311321	30	71
11311322	30	76
11311323	30	61
11311331	20	56
11311332	20	61
11311333	20	46
11312111	35	22
11312112	35	35
11312113	35	32
11312121	45	36
11312122	45	49
11312123	45	46
11312131	37	31
11312132	37	44
11312133	37	41
11312211	47	74
11312212	47	61
11312213	47	76
11312221	39	60
11312222	39	47
11312223	39	62
11312231	45	75
11312232	45	62
11312233	45	77
11312311	40	71
11312312	40	76
11312313	40	61
11312321	46	77
11312322	46	82
11312323	46	67
11312331	36	62
11312332	36	67
11312333	36	52
11313111	22	16
11313112	22	29
11313113	22	26
11313121	32	30
11313122	32	43
11313123	32	40
11313131	24	25
11313132	24	38
11313133	24	35
11313211	50	88
11313212	50	75
11313213	50	90
11313221	42	74
11313222	42	61
11313223	42	76
11313231	48	89
11313232	48	76
11313233	48	91
11313311	23	57
11313312	23	62
11313313	23	47
11313321	29	63
11313322	29	68
11313323	29	53
11313331	19	48
11313332	19	53
11313333	19	38
11321111	37	21
11321112	37	34
11321113	37	31
11321121	47	35
11321122	47	48
11321123	47	45
11321131	39	30
11321132	39	43
11321133	39	40
11321211	57	75
11321212	57	62
11321213	57	77
11321221	49	61
11321222	49	48
11321223	49	63
11321231	55	76
11321232	55	63
11321233	55	78
11321311	45	68
11321312	45	73
11321313	45	58
11321321	51	74
11321322	51	79
11321323	51	64
11321331	41	59
11321332	41	64
11321333	41	49
11322111	39	35
11322112	39	48
11322113	39	45
11322121	49	49
11322122	49	62
11322123	49	59
11322131	41	44
11322132	41	57
11322133	41	54
11322211	35	61
11322212	35	48
11322213	35	63
11322221	27	47
11322222	27	34
11322223	27	49
11322231	33	62
11322232	33	49
11322233	33	64
11322311	37	74
11322312	37	79
11322313	37	64
11322321	43	80
11322322	43	85
11322323	43	70
11322331	33	65
11322332	33	70
11322333	33	55
11323111	49	29
11323112	49	42
11323113	49	39
11323121	59	43
11323122	59	56
11323123	59	53
11323131	51	38
11323132	51	51
11323133	51	48
11323211	61	75
11323212	61	62
11323213	61	77
11323221	53	61
11323222	53	48
11323223	53	63
11323231	59	76
11323232	59	63
11323233	59	78
11323311	43	60
11323312	43	65
11323313	43	50
11323321	49	66
11323322	49	71
11323323	49	56
11323331	39	51
11323332	39	56
11323333	39	41
11331111	23	18
11331112	23	31
11331113	23	28
11331121	33	32
11331122	33	45
11331123	33	42
11331131	25	27
11331132	25	40
11331133	25	37
11331211	54	88
11331212	54	75
11331213	54	90
11331221	46	74
11331222	46	61
11331223	46	76
11331231	52	89
11331232	52	76
11331233	52	91
11331311	32	55
11331312	32	60
11331313	32	45
11331321	38	61
11331322	38	66
11331323	38	51
11331331	28	46
11331332	28	51
11331333	28	36
11332111	47	32
11332112	47	45
11332113	47	42
11332121	57	46
11332122	57	59
11332123	57	56
11332131	49	41
11332132	49	54
11332133	49	51
11332211	54	74
11332212	54	61
11332213	54	76
11332221	46	60
11332222	46	47
11332223	46	62
11332231	52	75
11332232	52	62
11332233	52	77
11332311	46	61
11332312	46	66
11332313	46	51
11332321	52	67
11332322	52	72
11332323	52	57
11332331	42	52
11332332	42	57
11332333	42	42
11333111	30	26
11333112	30	39
11333113	30	36
11333121	40	40
11333122	40	53
11333123	40	50
11333131	32	35
11333132	32	48
11333133	32	45
11333211	53	88
11333212	53	75
11333213	53	90
11333221	45	74
11333222	45	61
11333223	45	76
11333231	51	89
11333232	51	76
11333233	51	91
11333311	25	47
11333312	25	52
11333313	25	37
11333321	31	53
11333322	31	58
11333323	31	43
11333331	21	38
11333332	21	43
11333333	21	28
12111111	24	13
12111112	24	26
12111113	24	23
12111121	34	27
12111122	34	40
12111123	34	37
12111131	29	22
12111132	29	35
12111133	29	32
12111211	50	75
12111212	50	62
12111213	50	77
12111221	42	61
12111222	42	48
12111223	42	63
12111231	51	76
12111232	51	63
12111233	51	78
12111311	41	79
12111312	41	84
12111313	41	69
12111321	47	85
12111322	47	90
12111323	47	75
12111331	40	70
12111332	40	75
12111333	40	60
12112111	50	27
12112112	50	40
12112113	50	37
12112121	60	41
12112122	60	54
12112123	60	51
12112131	55	36
12112132	55	49
12112133	55	46
12112211	52	61
12112212	52	48
12112213	52	63
12112221	44	47
12112222	44	34
12112223	44	49
12112231	53	62
12112232	53	49
12112233	53	64
12112311	57	85
12112312	57	90
12112313	57	75
12112321	63	91
12112322	63	96
12112323	63	81
12112331	56	76
12112332	56	81
12112333	56	66
12113111	37	21
12113112	37	34
12113113	37	31
12113121	47	35
12113122	47	48
12113123	47	45
12113131	42	30
12113132	42	43
12113133	42	40
12113211	55	75
12113212	55	62
12113213	55	77
12113221	47	61
12113222	47	48
12113223	47	63
12113231	56	76
12113232	56	63
12113233	56	78
12113311	40	71
12113312	40	76
12113313	40	61
12113321	46	77
12113322	46	82
12113323	46	67
12113331	39	62
12113332	39	67
12113333	39	52
12121111	41	26
12121112	41	39
12121113	41	36
12121121	51	40
12121122	51	53
12121123	51	50
12121131	46	35
12121132	46	48
12121133	46	45
12121211	51	62
12121212	51	49
12121213	51	64
12121221	43	48
12121222	43	35
12121223	43	50
12121231	52	63
12121232	52	50
12121233	52	65
12121311	51	82
12121312	51	87
12121313	51	72
12121321	57	88
12121322	57	93
12121323	57	78
12121331	50	73
12121332	50	78
12121333	50	63
12122111	43	40
12122112	43	53
12122113	43	50
12122121	53	54
12122122	53	67
12122123	53	64
12122131	48	49
12122132	48	62
12122133	48	59
12122211	29	48
12122212	29	35
12122213	29	50
12122221	21	34
12122222	21	21
12122223	21	36
12122231	30	49
12122232	30	36
12122233	30	51
12122311	43	88
12122312	43	93
12122313	43	78
12122321	49	94
12122322	49	99
12122323	49	84
12122331	42	79
12122332	42	84
12122333	42	69
12123111	53	34
12123112	53	47
12123113	53	44
12123121	63	48
12123122	63	61
12123123	63	58
12123131	58	43
12123132	58	56
12123133	58	53
12123211	55	62
12123212	55	49
12123213	55	64
12123221	47	48
12123222	47	35
12123223	47	50
12123231	56	63
12123232	56	50
12123233	56	65
12123311	49	74
12123312	49	79
12123313	49	64
12123321	55	80
12123322	55	85
12123323	55	70
12123331	48	65
12123332	48	70
12123333	48	55
12131111	33	23
12131112	33	36
12131113	33	33
12131121	43	37
12131122	43	50
12131123	43	47
12131131	38	32
12131132	38	45
12131133	38	42
12131211	54	75
12131212	54	62
12131213	54	77
12131221	46	61
12131222	46	48
12131223	46	63
12131231	55	76
12131232	55	63
12131233	55	78
12131311	44	69
12131312	44	74
12131313	44	59
12131321	50	75
12131322	50	80
12131323	50	65
12131331	43	60
12131332	43	65
12131333	43	50
12132111	57	37
12132112	57	50
12132113	57	47
12132121	67	51
12132122	67	64
12132123	67	61
12132131	62	46
12132132	62	59
12132133	62	56
12132211	54	61
12132212	54	48
12132213	54	63
12132221	46	47
12132222	46	34
12132223	46	49
12132231	55	62
12132232	55	49
12132233	55	64
12132311	58	75
12132312	58	80
12132313	58	65
12132321	64	81
12132322	64	86
12132323	64	71
12132331	57	66
12132332	57	71
12132333	57	56
12133111	40	31
12133112	40	44
12133113	40	41
12133121	50	45
12133122	50	58
12133123	50	55
12133131	45	40
12133132	45	53
12133133	45	50
12133211	53	75
12133212	53	62
12133213	53	77
12133221	45	61
12133222	45	48
12133223	45	63
12133231	54	76
12133232	54	63
12133233	54	78
12133311	37	61
12133312	37	66
12133313	37	51
12133321	43	67
12133322	43	72
12133323	43	57
12133331	36	52
12133332	36	57
12133333	36	42
12211111	32	27
12211112	32	40
12211113	32	37
12211121	38	41
12211122	38	54
12211123	38	51
12211131	35	36
12211132	35	49
12211133	35	46
12211211	46	61
12211212	46	48
12211213	46	63
12211221	34	47
12211222	34	34
12211223	34	49
12211231	45	62
12211232	45	49
12211233	45	64
12211311	43	85
12211312	43	90
12211313	43	75
12211321	45	91
12211322	45	96
12211323	45	81
12211331	40	76
12211332	40	81
12211333	40	66
12212111	58	41
12212112	58	54
12212113	58	51
12212121	64	55
12212122	64	68
12212123	64	65
12212131	61	50
12212132	61	63
12212133	61	60
12212211	48	47
12212212	48	34
12212213	48	49
12212221	36	33
12212222	36	20
12212223	36	35
12212231	47	48
12212232	47	35
12212233	47	50
12212311	59	91
12212312	59	96
12212313	59	81
12212321	61	97
12212322	61	102
12212323	61	87
12212331	56	82
12212332	56	87
12212333	56	72
12213111	45	35
12213112	45	48
12213113	45	45
12213121	51	49
12213122	51	62
12213123	51	59
12213131	48	44
12213132	48	57
12213133	48	54
12213211	51	61
12213212	51	48
12213213	51	63
12213221	39	47
12213222	39	34
12213223	39	49
12213231	50	62
12213232	50	49
12213233	50	64
12213311	42	77
12213312	42	82
12213313	42	67
12213321	44	83
12213322	44	88
12213323	44	73
12213331	39	68
12213332	39	73
12213333	39	58
12221111	41	40
12221112	41	53
12221113	41	50
12221121	47	54
12221122	47	67
12221123	47	64
12221131	44	49
12221132	44	62
12221133	44	59
12221211	39	48
12221212	39	35
12221213	39	50
12221221	27	34
12221222	27	21
12221223	27	36
12221231	38	49
12221232	38	36
12221233	38	51
12221311	45	88
12221312	45	93
12221313	45	78
12221321	47	94
12221322	47	99
12221323	47	84
12221331	42	79
12221332	42	84
12221333	42	69
12222111	43	54
12222112	43	67
12222113	43	64
12222121	49	68
12222122	49	81
12222123	49	78
12222131	46	63
12222132	46	76
12222133	46	73
12222211	17	34
12222212	17	21
12222213	17	36
12222221	5	20
12222222	5	7
12222223	5	22
12222231	16	35
12222232	16	22
12222233	16	37
12222311	37	94
12222312	37	99
12222313	37	84
12222321	39	100
12222322	39	96
12222323	39	90
12222331	34	85
12222332	34	90
12222333	34	75
12223111	53	48
12223112	53	61
12223113	53	58
12223121	59	62
12223122	59	75
12223123	59	72
12223131	56	57
12223132	56	70
12223133	56	67
12223211	43	48
12223212	43	35
12223213	43	50
12223221	31	34
12223222	31	21
12223223	31	36
12223231	42	49
12223232	42	36
12223233	42	51
12223311	43	80
12223312	43	85
12223313	43	70
12223321	45	86
12223322	45	91
12223323	45	76
12223331	40	71
12223332	40	76
12223333	40	61
12231111	37	37
12231112	37	50
12231113	37	47
12231121	43	51
12231122	43	64
12231123	43	61
12231131	40	46
12231132	40	59
12231133	40	56
12231211	46	61
12231212	46	48
12231213	46	63
12231221	34	47
12231222	34	34
12231223	34	49
12231231	45	62
12231232	45	49
12231233	45	64
12231311	42	75
12231312	42	80
12231313	42	65
12231321	44	81
12231322	44	86
12231323	44	71
12231331	39	66
12231332	39	71
12231333	39	56
12232111	61	51
12232112	61	64
12232113	61	61
12232121	67	65
12232122	67	78
12232123	67	75
12232131	64	60
12232132	64	73
12232133	64	70
12232211	46	47
12232212	46	34
12232213	46	49
12232221	34	33
12232222	34	20
12232223	34	35
12232231	45	48
12232232	45	35
12232233	45	50
12232311	56	81
12232312	56	86
12232313	56	71
12232321	58	87
12232322	58	92
12232323	58	77
12232331	53	72
12232332	53	77
12232333	53	62
12233111	44	45
12233112	44	58
12233113	44	55
12233121	50	59
12233122	50	72
12233123	50	69
12233131	47	54
12233132	47	67
12233133	47	64
12233211	45	61
12233212	45	48
12233213	45	63
12233221	33	47
12233222	33	34
12233223	33	49
12233231	44	62
12233232	44	49
12233233	44	64
12233311	35	67
12233312	35	72
12233313	35	57
12233321	37	73
12233322	37	78
12233323	37	63
12233331	32	58
12233332	32	63
12233333	32	48
12311111	32	21
12311112	32	34
12311113	32	31
12311121	40	35
12311122	40	48
12311123	40	45
12311131	33	30
12311132	33	43
12311133	33	40
12311211	52	75
12311212	52	62
12311213	52	77
12311221	42	61
12311222	42	48
12311223	42	63
12311231	49	76
12311232	49	63
12311233	49	78
12311311	41	71
12311312	41	76
12311313	41	61
12311321	45	77
12311322	45	82
12311323	45	67
12311331	36	62
12311332	36	67
12311333	36	52
12312111	58	35
12312112	58	48
12312113	58	45
12312121	66	49
12312122	66	62
12312123	66	59
12312131	59	44
12312132	59	57
12312133	59	54
12312211	54	61
12312212	54	48
12312213	54	63
12312221	44	47
12312222	44	34
12312223	44	49
12312231	51	62
12312232	51	49
12312233	51	64
12312311	57	77
12312312	57	82
12312313	57	67
12312321	61	83
12312322	61	88
12312323	61	73
12312331	52	68
12312332	52	73
12312333	52	58
12313111	45	29
12313112	45	42
12313113	45	39
12313121	53	43
12313122	53	56
12313123	53	53
12313131	46	38
12313132	46	51
12313133	46	48
12313211	57	75
12313212	57	62
12313213	57	77
12313221	47	61
12313222	47	48
12313223	47	63
12313231	54	76
12313232	54	63
12313233	54	78
12313311	40	63
12313312	40	68
12313313	40	53
12313321	44	69
12313322	44	74
12313323	44	59
12313331	35	54
12313332	35	59
12313333	35	44
12321111	45	34
12321112	45	47
12321113	45	44
12321121	53	48
12321122	53	61
12321123	53	58
12321131	46	43
12321132	46	56
12321133	46	53
12321211	49	62
12321212	49	49
12321213	49	64
12321221	39	48
12321222	39	35
12321223	39	50
12321231	46	63
12321232	46	50
12321233	46	65
12321311	47	74
12321312	47	79
12321313	47	64
12321321	51	80
12321322	51	85
12321323	51	70
12321331	42	65
12321332	42	70
12321333	42	55
12322111	47	48
12322112	47	61
12322113	47	58
12322121	55	62
12322122	55	75
12322123	55	72
12322131	48	57
12322132	48	70
12322133	48	67
12322211	27	48
12322212	27	35
12322213	27	50
12322221	17	34
12322222	17	21
12322223	17	36
12322231	24	49
12322232	24	36
12322233	24	51
12322311	39	80
12322312	39	85
12322313	39	70
12322321	43	86
12322322	43	91
12322323	43	76
12322331	34	71
12322332	34	76
12322333	34	61
12323111	57	42
12323112	57	55
12323113	57	52
12323121	65	56
12323122	65	69
12323123	65	66
12323131	58	51
12323132	58	64
12323133	58	61
12323211	53	62
12323212	53	49
12323213	53	64
12323221	43	48
12323222	43	35
12323223	43	50
12323231	50	63
12323232	50	50
12323233	50	65
12323311	45	66
12323312	45	71
12323313	45	56
12323321	49	72
12323322	49	77
12323323	49	62
12323331	40	57
12323332	40	62
12323333	40	47
12331111	37	31
12331112	37	44
12331113	37	41
12331121	45	45
12331122	45	58
12331123	45	55
12331131	38	40
12331132	38	53
12331133	38	50
12331211	52	75
12331212	52	62
12331213	52	77
12331221	42	61
12331222	42	48
12331223	42	63
12331231	49	76
12331232	49	63
12331233	49	78
12331311	40	61
12331312	40	66
12331313	40	51
12331321	44	67
12331322	44	72
12331323	44	57
12331331	35	52
12331332	35	57
12331333	35	42
12332111	61	45
12332112	61	58
12332113	61	55
12332121	69	59
12332122	69	72
12332123	69	69
12332131	62	54
12332132	62	67
12332133	62	64
12332211	52	61
12332212	52	48
12332213	52	63
12332221	42	47
12332222	42	34
12332223	42	49
12332231	49	62
12332232	49	49
12332233	49	64
12332311	54	67
12332312	54	72
12332313	54	57
12332321	58	73
12332322	58	78
12332323	58	63
12332331	49	58
12332332	49	63
12332333	49	48
12333111	44	39
12333112	44	52
12333113	44	49
12333121	52	53
12333122	52	66
12333123	52	63
12333131	45	48
12333132	45	61
12333133	45	58
12333211	51	75
12333212	51	62
12333213	51	77
12333221	41	61
12333222	41	48
12333223	41	63
12333231	48	76
12333232	48	63
12333233	48	78
12333311	33	53
12333312	33	58
12333313	33	43
12333321	37	59
12333322	37	64
12333323	37	49
12333331	28	44
12333332	28	49
12333333	28	34
13111111	16	8
13111112	16	21
13111113	16	18
13111121	27	22
13111122	27	35
13111123	27	32
13111131	20	17
13111132	20	30
13111133	20	27
13111211	54	89
13111212	54	76
13111213	54	91
13111221	47	75
13111222	47	62
13111223	47	77
13111231	54	90
13111232	54	77
13111233	54	92
13111311	27	65
13111312	27	70
13111313	27	55
13111321	34	71
13111322	34	76
13111323	34	61
13111331	25	56
13111332	25	61
13111333	25	46
13112111	42	22
13112112	42	35
13112113	42	32
13112121	53	36
13112122	53	49
13112123	53	46
13112131	46	31
13112132	46	44
13112133	46	41
13112211	56	75
13112212	56	62
13112213	56	77
13112221	49	61
13112222	49	48
13112223	49	63
13112231	56	76
13112232	56	63
13112233	56	78
13112311	43	71
13112312	43	76
13112313	43	61
13112321	50	77
13112322	50	82
13112323	50	67
13112331	41	62
13112332	41	67
13112333	41	52
13113111	29	16
13113112	29	29
13113113	29	26
13113121	40	30
13113122	40	43
13113123	40	40
13113131	33	25
13113132	33	38
13113133	33	35
13113211	59	89
13113212	59	76
13113213	59	91
13113221	52	75
13113222	52	62
13113223	52	77
13113231	59	90
13113232	59	77
13113233	59	92
13113311	26	57
13113312	26	62
13113313	26	47
13113321	33	63
13113322	33	68
13113323	33	53
13113331	24	48
13113332	24	53
13113333	24	38
13121111	41	21
13121112	41	34
13121113	41	31
13121121	52	35
13121122	52	48
13121123	52	45
13121131	45	30
13121132	45	43
13121133	45	40
13121211	63	76
13121212	63	63
13121213	63	78
13121221	56	62
13121222	56	49
13121223	56	64
13121231	63	77
13121232	63	64
13121233	63	79
13121311	45	68
13121312	45	73
13121313	45	58
13121321	52	74
13121322	52	79
13121323	52	64
13121331	43	59
13121332	43	64
13121333	43	49
13122111	43	35
13122112	43	48
13122113	43	45
13122121	54	49
13122122	54	62
13122123	54	59
13122131	47	44
13122132	47	57
13122133	47	54
13122211	41	62
13122212	41	49
13122213	41	64
13122221	34	48
13122222	34	35
13122223	34	50
13122231	41	63
13122232	41	50
13122233	41	65
13122311	37	74
13122312	37	79
13122313	37	64
13122321	44	80
13122322	44	85
13122323	44	70
13122331	35	65
13122332	35	70
13122333	35	55
13123111	53	29
13123112	53	42
13123113	53	39
13123121	64	43
13123122	64	56
13123123	64	53
13123131	57	38
13123132	57	51
13123133	57	48
13123211	67	76
13123212	67	63
13123213	67	78
13123221	60	62
13123222	60	49
13123223	60	64
13123231	67	77
13123232	67	64
13123233	67	79
13123311	43	60
13123312	43	65
13123313	43	50
13123321	50	66
13123322	50	71
13123323	50	56
13123331	41	51
13123332	41	56
13123333	41	41
13131111	20	18
13131112	20	31
13131113	20	28
13131121	31	32
13131122	31	45
13131123	31	42
13131131	24	27
13131132	24	40
13131133	24	37
13131211	53	89
13131212	53	76
13131213	53	91
13131221	46	75
13131222	46	62
13131223	46	77
13131231	53	90
13131232	53	77
13131233	53	92
13131311	25	55
13131312	25	60
13131313	25	45
13131321	32	61
13131322	32	66
13131323	32	51
13131331	23	46
13131332	23	51
13131333	23	36
13132111	44	32
13132112	44	45
13132113	44	42
13132121	55	46
13132122	55	59
13132123	55	56
13132131	48	41
13132132	48	54
13132133	48	51
13132211	53	75
13132212	53	62
13132213	53	77
13132221	46	61
13132222	46	48
13132223	46	63
13132231	53	76
13132232	53	63
13132233	53	78
13132311	39	61
13132312	39	66
13132313	39	51
13132321	46	67
13132322	46	72
13132323	46	57
13132331	37	52
13132332	37	57
13132333	37	42
13133111	27	26
13133112	27	39
13133113	27	36
13133121	38	40
13133122	38	53
13133123	38	50
13133131	31	35
13133132	31	48
13133133	31	45
13133211	52	89
13133212	52	76
13133213	52	91
13133221	45	75
13133222	45	62
13133223	45	77
13133231	52	90
13133232	52	77
13133233	52	92
13133311	18	47
13133312	18	52
13133313	18	37
13133321	25	53
13133322	25	58
13133323	25	43
13133331	16	38
13133332	16	43
13133333	16	28
13211111	31	22
13211112	31	35
13211113	31	32
13211121	38	36
13211122	38	49
13211123	38	46
13211131	33	31
13211132	33	44
13211133	33	41
13211211	57	75
13211212	57	62
13211213	57	77
13211221	46	61
13211222	46	48
13211223	46	63
13211231	55	76
13211232	55	63
13211233	55	78
13211311	36	71
13211312	36	76
13211313	36	61
13211321	39	77
13211322	39	82
13211323	39	67
13211331	32	62
13211332	32	67
13211333	32	52
13212111	57	36
13212112	57	49
13212113	57	46
13212121	64	50
13212122	64	63
13212123	64	60
13212131	59	45
13212132	59	58
13212133	59	55
13212211	59	61
13212212	59	48
13212213	59	63
13212221	48	47
13212222	48	34
13212223	48	49
13212231	57	62
13212232	57	49
13212233	57	64
13212311	52	77
