# chimera	E	m
11131111	20	15
11131112	20	30
11131113	20	25
11131121	24	30
11131122	24	45
11131123	24	40
11131131	25	24
11131132	25	39
11131133	25	34
11131211	56	27
11131212	56	42
11131213	56	37
11131221	58	42
11131222	58	57
11131223	58	52
11131231	61	36
11131232	61	51
11131233	61	46
11131311	29	22
11131312	29	37
11131313	29	32
11131321	33	37
11131322	33	52
11131323	33	47
11131331	30	31
11131332	30	46
11131333	30	41
11132111	55	100
11132112	55	85
11132113	55	98
11132121	59	85
11132122	59	70
11132123	59	83
11132131	60	99
11132132	60	84
11132133	60	97
11132211	65	88
11132212	65	73
11132213	65	86
11132221	67	73
11132222	67	58
11132223	67	71
11132231	70	87
11132232	70	72
11132233	70	85
11132311	66	103
11132312	66	88
11132313	66	101
11132321	70	88
11132322	70	73
11132323	70	86
11132331	67	102
11132332	67	87
11132333	67	100
11133111	19	55
11133112	19	58
11133113	19	45
11133121	23	60
11133122	23	63
11133123	23	50
11133131	24	46
11133132	24	49
11133133	24	36
11133211	55	63
11133212	55	66
11133213	55	53
11133221	57	68
11133222	57	71
11133223	57	58
11133231	60	54
11133232	60	57
11133233	60	44
11133311	22	48
11133312	22	51
11133313	22	38
11133321	26	53
11133322	26	56
11133323	26	43
11133331	23	39
11133332	23	42
11133333	23	29
11211111	34	15
11211112	34	30
11211113	34	25
11211121	32	30
11211122	32	45
11211123	32	40
11211131	36	24
11211132	36	39
11211133	36	34
11211211	50	27
11211212	50	42
11211213	50	37
11211221	46	42
11211222	46	57
11211223	46	52
11211231	52	36
11211232	52	51
11211233	52	46
11211311	44	22
11211312	44	37
11211313	44	32
11211321	42	37
11211322	42	52
11211323	42	47
11211331	42	31
11211332	42	46
11211333	42	41
11212111	61	85
11212112	61	70
11212113	61	83
11212121	59	70
11212122	59	55
11212123	59	68
11212131	63	84
11212132	63	69
11212133	63	82
11212211	51	73
11212212	51	58
11212213	51	71
11212221	47	58
11212222	47	43
11212223	47	56
11212231	53	72
11212232	53	57
11212233	53	70
11212311	73	88
11212312	73	73
11212313	73	86
11212321	71	73
11212322	71	58
11212323	71	71
11212331	71	87
11212332	71	72
11212333	71	85
11213111	54	80
11213112	54	83
11213113	54	70
11213121	52	85
11213122	52	88
11213123	52	75
11213131	56	71
11213132	56	74
11213133	56	61
11213211	70	88
11213212	70	91
11213213	70	78
11213221	66	93
11213222	66	96
11213223	66	83
11213231	72	79
11213232	72	82
11213233	72	69
11213311	58	73
11213312	58	76
11213313	58	63
11213321	56	78
11213322	56	81
11213323	56	68
11213331	56	64
11213332	56	67
11213333	56	54
11221111	50	30
11221112	50	45
11221113	50	40
11221121	48	45
11221122	48	60
11221123	48	55
11221131	52	39
11221132	52	54
11221133	52	49
11221211	64	42
11221212	64	57
11221213	64	52
11221221	60	57
11221222	60	72
11221223	60	67
11221231	66	51
11221232	66	66
11221233	66	61
11221311	60	37
11221312	60	52
11221313	60	47
11221321	58	52
11221322	58	67
11221323	58	62
11221331	58	46
11221332	58	61
11221333	58	56
11222111	52	70
11222112	52	55
11222113	52	68
11222121	50	55
11222122	50	40
11222123	50	53
11222131	54	69
11222132	54	54
11222133	54	67
11222211	40	58
11222212	40	43
11222213	40	56
11222221	36	43
11222222	36	28
11222223	36	41
11222231	42	57
11222232	42	42
11222233	42	55
11222311	64	73
11222312	64	58
11222313	64	71
11222321	62	58
11222322	62	43
11222323	62	56
11222331	62	72
11222332	62	57
11222333	62	70
11223111	64	80
11223112	64	83
11223113	64	70
11223121	62	85
11223122	62	88
11223123	62	75
11223131	66	71
11223132	66	74
11223133	66	61
11223211	78	88
11223212	78	91
11223213	78	78
11223221	74	93
11223222	74	96
11223223	74	83
11223231	80	79
11223232	80	82
11223233	80	69
11223311	68	73
11223312	68	76
11223313	68	63
11223321	66	78
11223322	66	81
11223323	66	68
11223331	66	64
11223332	66	67
11223333	66	54
11231111	52	30
11231112	52	45
11231113	52	40
11231121	50	45
11231122	50	60
11231123	50	55
11231131	54	39
11231132	54	54
11231133	54	49
11231211	68	42
11231212	68	57
11231213	68	52
11231221	64	57
11231222	64	72
11231223	64	67
11231231	70	51
11231232	70	66
11231233	70	61
11231311	62	37
11231312	62	52
11231313	62	47
11231321	60	52
11231322	60	67
11231323	60	62
11231331	60	46
11231332	60	61
11231333	60	56
11232111	73	85
11232112	73	70
11232113	73	83
11232121	71	70
11232122	71	55
11232123	71	68
11232131	75	84
11232132	75	69
11232133	75	82
11232211	63	73
11232212	63	58
11232213	63	71
11232221	59	58
11232222	59	43
11232223	59	56
11232231	65	72
11232232	65	57
11232233	65	70
11232311	85	88
11232312	85	73
11232313	85	86
11232321	83	73
11232322	83	58
11232323	83	71
11232331	83	87
11232332	83	72
11232333	83	85
11233111	50	65
11233112	50	68
11233113	50	55
11233121	48	70
11233122	48	73
11233123	48	60
11233131	52	56
11233132	52	59
11233133	52	46
11233211	66	73
11233212	66	76
11233213	66	63
11233221	62	78
11233222	62	81
11233223	62	68
11233231	68	64
11233232	68	67
11233233	68	54
11233311	54	58
11233312	54	61
11233313	54	48
11233321	52	63
11233322	52	66
11233323	52	53
11233331	52	49
11233332	52	52
11233333	52	39
11311111	9	5
11311112	9	20
11311113	9	15
11311121	10	20
11311122	10	35
11311123	10	30
11311131	8	14
11311132	8	29
11311133	8	24
11311211	45	17
11311212	45	32
11311213	45	27
11311221	44	32
11311222	44	47
11311223	44	42
11311231	44	26
11311232	44	41
11311233	44	36
11311311	14	12
11311312	14	27
11311313	14	22
11311321	15	27
11311322	15	42
11311323	15	37
11311331	9	21
11311332	9	36
11311333	9	31
11312111	48	100
11312112	48	85
11312113	48	98
11312121	49	85
11312122	49	70
11312123	49	83
11312131	47	99
11312132	47	84
11312133	47	97
11312211	58	88
11312212	58	73
11312213	58	86
11312221	57	73
11312222	57	58
11312223	57	71
11312231	57	87
11312232	57	72
11312233	57	85
11312311	55	103
11312312	55	88
11312313	55	101
11312321	56	88
11312322	56	73
11312323	56	86
11312331	50	102
11312332	50	87
11312333	50	100
11313111	26	65
11313112	26	68
11313113	26	55
11313121	27	70
11313122	27	73
11313123	27	60
11313131	25	56
11313132	25	59
11313133	25	46
11313211	62	73
11313212	62	76
11313213	62	63
11313221	61	78
11313222	61	81
11313223	61	68
11313231	61	64
11313232	61	67
11313233	61	54
11313311	25	58
11313312	25	61
11313313	25	48
11313321	26	63
11313322	26	66
11313323	26	53
11313331	20	49
11313332	20	52
11313333	20	39
11321111	30	20
11321112	30	35
11321113	30	30
11321121	31	35
11321122	31	50
11321123	31	45
11321131	29	29
11321132	29	44
11321133	29	39
11321211	64	32
11321212	64	47
11321213	64	42
11321221	63	47
11321222	63	62
11321223	63	57
11321231	63	41
11321232	63	56
11321233	63	51
11321311	35	27
11321312	35	42
11321313	35	37
11321321	36	42
11321322	36	57
11321323	36	52
11321331	30	36
11321332	30	51
11321333	30	46
11322111	44	85
11322112	44	70
11322113	44	83
11322121	45	70
11322122	45	55
11322123	45	68
11322131	43	84
11322132	43	69
11322133	43	82
11322211	52	73
11322212	52	58
11322213	52	71
11322221	51	58
11322222	51	43
11322223	51	56
11322231	51	72
11322232	51	57
11322233	51	70
11322311	51	88
11322312	51	73
11322313	51	86
11322321	52	73
11322322	52	58
11322323	52	71
11322331	46	87
11322332	46	72
11322333	46	85
11323111	41	65
11323112	41	68
11323113	41	55
11323121	42	70
11323122	42	73
11323123	42	60
11323131	40	56
11323132	40	59
11323133	40	46
11323211	75	73
11323212	75	76
11323213	75	63
11323221	74	78
11323222	74	81
11323223	74	68
11323231	74	64
11323232	74	67
11323233	74	54
11323311	40	58
11323312	40	61
11323313	40	48
11323321	41	63
11323322	41	66
11323323	41	53
11323331	35	49
11323332	35	52
11323333	35	39
11331111	25	20
11331112	25	35
11331113	25	30
11331121	26	35
11331122	26	50
11331123	26	45
11331131	24	29
11331132	24	44
11331133	24	39
11331211	61	32
11331212	61	47
11331213	61	42
11331221	60	47
11331222	60	62
11331223	60	57
11331231	60	41
11331232	60	56
11331233	60	51
11331311	30	27
11331312	30	42
11331313	30	37
11331321	31	42
11331322	31	57
11331323	31	52
11331331	25	36
11331332	25	51
11331333	25	46
11332111	58	100
11332112	58	85
11332113	58	98
11332121	59	85
11332122	59	70
11332123	59	83
11332131	57	99
11332132	57	84
11332133	57	97
11332211	68	88
11332212	68	73
11332213	68	86
11332221	67	73
11332222	67	58
11332223	67	71
11332231	67	87
11332232	67	72
11332233	67	85
11332311	65	103
11332312	65	88
11332313	65	101
11332321	66	88
11332322	66	73
11332323	66	86
11332331	60	102
11332332	60	87
11332333	60	100
11333111	20	50
11333112	20	53
11333113	20	40
11333121	21	55
11333122	21	58
11333123	21	45
11333131	19	41
11333132	19	44
11333133	19	31
11333211	56	58
11333212	56	61
11333213	56	48
11333221	55	63
11333222	55	66
11333223	55	53
11333231	55	49
11333232	55	52
11333233	55	39
11333311	19	43
11333312	19	46
11333313	19	33
11333321	20	48
11333322	20	51
11333323	20	38
11333331	14	34
11333332	14	37
11333333	14	24
12111111	27	14
12111112	27	29
12111113	27	24
12111121	31	29
12111122	31	44
12111123	31	39
12111131	32	23
12111132	32	38
12111133	32	33
12111211	41	26
12111212	41	41
12111213	41	36
12111221	43	41
12111222	43	56
12111223	43	51
12111231	46	35
12111232	46	50
12111233	46	45
12111311	33	21
12111312	33	36
12111313	33	31
12111321	37	36
12111322	37	51
12111323	37	46
12111331	34	30
12111332	34	45
12111333	34	40
12112111	68	86
12112112	68	71
12112113	68	84
12112121	72	71
12112122	72	56
12112123	72	69
12112131	73	85
12112132	73	70
12112133	73	83
12112211	56	74
12112212	56	59
12112213	56	72
12112221	58	59
12112222	58	44
12112223	58	57
12112231	61	73
12112232	61	58
12112233	61	71
12112311	76	89
12112312	76	74
12112313	76	87
12112321	80	74
12112322	80	59
12112323	80	72
12112331	77	88
12112332	77	73
12112333	77	86
12113111	48	72
12113112	48	75
12113113	48	62
12113121	52	77
12113122	52	80
12113123	52	67
12113131	53	63
12113132	53	66
12113133	53	53
12113211	62	80
12113212	62	83
12113213	62	70
12113221	64	85
12113222	64	88
12113223	64	75
12113231	67	71
12113232	67	74
12113233	67	61
12113311	48	65
12113312	48	68
12113313	48	55
12113321	52	70
12113322	52	73
12113323	52	60
12113331	49	56
12113332	49	59
12113333	49	46
12121111	44	29
12121112	44	44
12121113	44	39
12121121	48	44
12121122	48	59
12121123	48	54
12121131	49	38
12121132	49	53
12121133	49	48
12121211	56	41
12121212	56	56
12121213	56	51
12121221	58	56
12121222	58	71
12121223	58	66
12121231	61	50
12121232	61	65
12121233	61	60
12121311	50	36
12121312	50	51
12121313	50	46
12121321	54	51
12121322	54	66
12121323	54	61
12121331	51	45
12121332	51	60
12121333	51	55
12122111	60	71
12122112	60	56
12122113	60	69
12122121	64	56
12122122	64	41
12122123	64	54
12122131	65	70
12122132	65	55
12122133	65	68
12122211	46	59
12122212	46	44
12122213	46	57
12122221	48	44
12122222	48	29
12122223	48	42
12122231	51	58
12122232	51	43
12122233	51	56
12122311	68	74
12122312	68	59
12122313	68	72
12122321	72	59
12122322	72	44
12122323	72	57
12122331	69	73
12122332	69	58
12122333	69	71
12123111	59	72
12123112	59	75
12123113	59	62
12123121	63	77
12123122	63	80
12123123	63	67
12123131	64	63
12123132	64	66
12123133	64	53
12123211	71	80
12123212	71	83
12123213	71	70
12123221	73	85
12123222	73	88
12123223	73	75
12123231	76	71
12123232	76	74
12123233	76	61
12123311	59	65
12123312	59	68
12123313	59	55
12123321	63	70
12123322	63	73
12123323	63	60
12123331	60	56
12123332	60	59
12123333	60	46
12131111	43	29
12131112	43	44
12131113	43	39
12131121	47	44
12131122	47	59
12131123	47	54
12131131	48	38
12131132	48	53
12131133	48	48
12131211	57	41
12131212	57	56
12131213	57	51
12131221	59	56
12131222	59	71
12131223	59	66
12131231	62	50
12131232	62	65
12131233	62	60
12131311	49	36
12131312	49	51
12131313	49	46
12131321	53	51
12131322	53	66
12131323	53	61
12131331	50	45
12131332	50	60
12131333	50	55
12132111	78	86
12132112	78	71
12132113	78	84
12132121	82	71
12132122	82	56
12132123	82	69
12132131	83	85
12132132	83	70
12132133	83	83
12132211	66	74
12132212	66	59
12132213	66	72
12132221	68	59
12132222	68	44
12132223	68	57
12132231	71	73
12132232	71	58
12132233	71	71
12132311	86	89
12132312	86	74
12132313	86	87
12132321	90	74
12132322	90	59
12132323	90	72
12132331	87	88
12132332	87	73
12132333	87	86
12133111	42	57
12133112	42	60
12133113	42	47
12133121	46	62
12133122	46	65
12133123	46	52
12133131	47	48
12133132	47	51
12133133	47	38
12133211	56	65
12133212	56	68
12133213	56	55
12133221	58	70
12133222	58	73
12133223	58	60
12133231	61	56
12133232	61	59
12133233	61	46
12133311	42	50
12133312	42	53
12133313	42	40
12133321	46	55
12133322	46	58
12133323	46	45
12133331	43	41
12133332	43	44
12133333	43	31
12211111	42	29
12211112	42	44
12211113	42	39
12211121	40	44
12211122	40	59
12211123	40	54
12211131	44	38
12211132	44	53
12211133	44	48
12211211	36	41
12211212	36	56
12211213	36	51
12211221	32	56
12211222	32	71
12211223	32	66
12211231	38	50
12211232	38	65
12211233	38	60
12211311	49	36
12211312	49	51
12211313	49	46
12211321	47	51
12211322	47	66
12211323	47	61
12211331	47	45
12211332	47	60
12211333	47	55
12212111	69	71
12212112	69	56
12212113	69	69
12212121	67	56
12212122	67	41
12212123	67	54
12212131	71	70
12212132	71	55
12212133	71	68
12212211	37	59
12212212	37	44
12212213	37	57
12212221	33	44
12212222	33	29
12212223	33	42
12212231	39	58
12212232	39	43
12212233	39	56
12212311	78	74
12212312	78	59
12212313	78	72
12212321	76	59
12212322	76	44
12212323	76	57
12212331	76	73
12212332	76	58
12212333	76	71
12213111	62	82
12213112	62	85
12213113	62	72
12213121	60	87
12213122	60	90
12213123	60	77
12213131	64	73
12213132	64	76
12213133	64	63
12213211	56	90
12213212	56	93
12213213	56	80
12213221	52	95
12213222	52	98
12213223	52	85
12213231	58	81
12213232	58	84
12213233	58	71
12213311	63	75
12213312	63	78
12213313	63	65
12213321	61	80
12213322	61	83
12213323	61	70
12213331	61	66
12213332	61	69
12213333	61	56
12221111	52	44
12221112	52	59
12221113	52	54
12221121	50	59
12221122	50	74
12221123	50	69
12221131	54	53
12221132	54	68
12221133	54	63
12221211	44	56
12221212	44	71
12221213	44	66
12221221	40	71
12221222	40	86
12221223	40	81
12221231	46	65
12221232	46	80
12221233	46	75
12221311	59	51
12221312	59	66
12221313	59	61
12221321	57	66
12221322	57	81
12221323	57	76
12221331	57	60
12221332	57	75
12221333	57	70
12222111	54	56
12222112	54	41
12222113	54	54
12222121	52	41
12222122	52	26
12222123	52	39
12222131	56	55
12222132	56	40
12222133	56	53
12222211	20	44
12222212	20	29
12222213	20	42
12222221	16	29
12222222	16	14
12222223	16	27
12222231	22	43
12222232	22	28
12222233	22	41
12222311	63	59
12222312	63	44
12222313	63	57
12222321	61	44
12222322	61	29
12222323	61	42
12222331	61	58
12222332	61	43
12222333	61	56
12223111	66	82
12223112	66	85
12223113	66	72
12223121	64	87
12223122	64	90
12223123	64	77
12223131	68	73
12223132	68	76
12223133	68	63
12223211	58	90
12223212	58	93
12223213	58	80
12223221	54	95
12223222	54	98
12223223	54	85
12223231	60	81
12223232	60	84
12223233	60	71
12223311	67	75
12223312	67	78
12223313	67	65
12223321	65	80
12223322	65	83
12223323	65	70
12223331	65	66
12223332	65	69
12223333	65	56
12231111	56	44
12231112	56	59
12231113	56	54
12231121	54	59
12231122	54	74
12231123	54	69
12231131	58	53
12231132	58	68
12231133	58	63
12231211	50	56
12231212	50	71
12231213	50	66
12231221	46	71
12231222	46	86
12231223	46	81
12231231	52	65
12231232	52	80
12231233	52	75
12231311	63	51
12231312	63	66
12231313	63	61
12231321	61	66
12231322	61	81
12231323	61	76
12231331	61	60
12231332	61	75
12231333	61	70
12232111	77	71
12232112	77	56
12232113	77	69
12232121	75	56
12232122	75	41
12232123	75	54
12232131	79	70
12232132	79	55
12232133	79	68
12232211	45	59
12232212	45	44
12232213	45	57
12232221	41	44
12232222	41	29
12232223	41	42
12232231	47	58
12232232	47	43
12232233	47	56
12232311	86	74
12232312	86	59
12232313	86	72
12232321	84	59
12232322	84	44
12232323	84	57
12232331	84	73
12232332	84	58
12232333	84	71
12233111	54	67
12233112	54	70
12233113	54	57
12233121	52	72
12233122	52	75
12233123	52	62
12233131	56	58
12233132	56	61
12233133	56	48
12233211	48	75
12233212	48	78
12233213	48	65
12233221	44	80
12233222	44	83
12233223	44	70
12233231	50	66
12233232	50	69
12233233	50	56
12233311	55	60
12233312	55	63
12233313	55	50
12233321	53	65
12233322	53	68
12233323	53	55
12233331	53	51
12233332	53	54
12233333	53	41
12311111	36	19
12311112	36	34
12311113	36	29
12311121	37	34
12311122	37	49
12311123	37	44
12311131	35	28
12311132	35	43
12311133	35	38
12311211	50	31
12311212	50	46
12311213	50	41
12311221	49	46
12311222	49	61
12311223	49	56
12311231	49	40
12311232	49	55
12311233	49	50
12311311	38	26
12311312	38	41
12311313	38	36
12311321	39	41
12311322	39	56
12311323	39	51
12311331	33	35
12311332	33	50
12311333	33	45
12312111	75	86
12312112	75	71
12312113	75	84
12312121	76	71
12312122	76	56
12312123	76	69
12312131	74	85
12312132	74	70
12312133	74	83
12312211	63	74
12312212	63	59
12312213	63	72
12312221	62	59
12312222	62	44
12312223	62	57
12312231	62	73
12312232	62	58
12312233	62	71
12312311	79	89
12312312	79	74
12312313	79	87
12312321	80	74
12312322	80	59
12312323	80	72
12312331	74	88
12312332	74	73
12312333	74	86
12313111	53	67
12313112	53	70
12313113	53	57
12313121	54	72
12313122	54	75
12313123	54	62
12313131	52	58
12313132	52	61
12313133	52	48
12313211	67	75
12313212	67	78
12313213	67	65
12313221	66	80
12313222	66	83
12313223	66	70
12313231	66	66
12313232	66	69
12313233	66	56
12313311	49	60
12313312	49	63
12313313	49	50
12313321	50	65
12313322	50	68
12313323	50	55
12313331	44	51
12313332	44	54
12313333	44	41
12321111	51	34
12321112	51	49
12321113	51	44
12321121	52	49
12321122	52	64
12321123	52	59
12321131	50	43
12321132	50	58
12321133	50	53
12321211	63	46
12321212	63	61
12321213	63	56
12321221	62	61
12321222	62	76
12321223	62	71
12321231	62	55
12321232	62	70
12321233	62	65
12321311	53	41
12321312	53	56
12321313	53	51
12321321	54	56
12321322	54	71
12321323	54	66
12321331	48	50
12321332	48	65
12321333	48	60
12322111	65	71
12322112	65	56
12322113	65	69
12322121	66	56
12322122	66	41
12322123	66	54
12322131	64	70
12322132	64	55
12322133	64	68
12322211	51	59
12322212	51	44
12322213	51	57
12322221	50	44
12322222	50	29
12322223	50	42
12322231	50	58
12322232	50	43
12322233	50	56
12322311	69	74
12322312	69	59
12322313	69	72
12322321	70	59
12322322	70	44
12322323	70	57
12322331	64	73
12322332	64	58
12322333	64	71
12323111	62	67
12323112	62	70
12323113	62	57
12323121	63	72
12323122	63	75
12323123	63	62
12323131	61	58
12323132	61	61
12323133	61	48
12323211	74	75
12323212	74	78
12323213	74	65
12323221	73	80
12323222	73	83
12323223	73	70
12323231	73	66
12323232	73	69
12323233	73	56
12323311	58	60
12323312	58	63
12323313	58	50
12323321	59	65
12323322	59	68
12323323	59	55
12323331	53	51
12323332	53	54
12323333	53	41
12331111	48	34
12331112	48	49
12331113	48	44
12331121	49	49
12331122	49	64
12331123	49	59
12331131	47	43
12331132	47	58
12331133	47	53
12331211	62	46
12331212	62	61
12331213	62	56
12331221	61	61
12331222	61	76
12331223	61	71
12331231	61	55
12331232	61	70
12331233	61	65
12331311	50	41
12331312	50	56
12331313	50	51
12331321	51	56
12331322	51	71
12331323	51	66
12331331	45	50
12331332	45	65
12331333	45	60
12332111	81	86
12332112	81	71
12332113	81	84
12332121	82	71
12332122	82	56
12332123	82	69
12332131	80	85
12332132	80	70
12332133	80	83
12332211	69	74
12332212	69	59
12332213	69	72
12332221	68	59
12332222	68	44
12332223	68	57
12332231	68	73
12332232	68	58
12332233	68	71
12332311	85	89
12332312	85	74
12332313	85	87
12332321	86	74
12332322	86	59
12332323	86	72
12332331	80	88
12332332	80	73
12332333	80	86
12333111	43	52
12333112	43	55
12333113	43	42
12333121	44	57
12333122	44	60
12333123	44	47
12333131	42	43
12333132	42	46
12333133	42	33
12333211	57	60
12333212	57	63
12333213	57	50
12333221	56	65
12333222	56	68
12333223	56	55
12333231	56	51
12333232	56	54
12333233	56	41
12333311	39	45
12333312	39	48
12333313	39	35
12333321	40	50
12333322	40	53
12333323	40	40
12333331	34	36
12333332	34	39
12333333	34	26
13111111	10	9
13111112	10	24
13111113	10	19
13111121	14	24
13111122	14	39
13111123	14	34
13111131	15	18
13111132	15	33
13111133	15	28
13111211	43	21
13111212	43	36
13111213	43	31
13111221	45	36
13111222	45	51
13111223	45	46
13111231	48	30
13111232	48	45
13111233	48	40
13111311	15	16
13111312	15	31
13111313	15	26
13111321	19	31
13111322	19	46
13111323	19	41
13111331	16	25
13111332	16	40
13111333	16	35
13112111	51	97
13112112	51	82
13112113	51	95
13112121	55	82
13112122	55	67
13112123	55	80
13112131	56	96
13112132	56	81
13112133	56	94
13112211	58	85
13112212	58	70
13112213	58	83
13112221	60	70
13112222	60	55
13112223	60	68
13112231	63	84
13112232	63	69
13112233	63	82
13112311	58	100
13112312	58	85
13112313	58	98
13112321	62	85
13112322	62	70
13112323	62	83
13112331	59	99
13112332	59	84
13112333	59	97
13113111	31	61
13113112	31	64
13113113	31	51
13113121	35	66
13113122	35	69
13113123	35	56
13113131	36	52
13113132	36	55
13113133	36	42
13113211	64	69
13113212	64	72
13113213	64	59
13113221	66	74
13113222	66	77
13113223	66	64
13113231	69	60
13113232	69	63
13113233	69	50
13113311	30	54
13113312	30	57
13113313	30	44
13113321	34	59
13113322	34	62
13113323	34	49
13113331	31	45
13113332	31	48
13113333	31	35
13121111	29	24
13121112	29	39
13121113	29	34
13121121	33	39
13121122	33	54
13121123	33	49
13121131	34	33
13121132	34	48
13121133	34	43
13121211	60	36
13121212	60	51
13121213	60	46
13121221	62	51
13121222	62	66
13121223	62	61
13121231	65	45
13121232	65	60
13121233	65	55
13121311	34	31
13121312	34	46
13121313	34	41
13121321	38	46
13121322	38	61
13121323	38	56
13121331	35	40
13121332	35	55
13121333	35	50
13122111	45	82
13122112	45	67
13122113	45	80
13122121	49	67
13122122	49	52
13122123	49	65
13122131	50	81
13122132	50	66
13122133	50	79
13122211	50	70
13122212	50	55
13122213	50	68
13122221	52	55
13122222	52	40
13122223	52	53
13122231	55	69
13122232	55	54
13122233	55	67
13122311	52	85
13122312	52	70
13122313	52	83
13122321	56	70
13122322	56	55
13122323	56	68
13122331	53	84
13122332	53	69
13122333	53	82
13123111	44	61
13123112	44	64
13123113	44	51
13123121	48	66
13123122	48	69
13123123	48	56
13123131	49	52
13123132	49	55
13123133	49	42
13123211	75	69
13123212	75	72
13123213	75	59
13123221	77	74
13123222	77	77
13123223	77	64
13123231	80	60
13123232	80	63
13123233	80	50
13123311	43	54
13123312	43	57
13123313	43	44
13123321	47	59
13123322	47	62
13123323	47	49
13123331	44	45
13123332	44	48
13123333	44	35
13131111	24	24
13131112	24	39
13131113	24	34
13131121	28	39
13131122	28	54
13131123	28	49
13131131	29	33
13131132	29	48
13131133	29	43
13131211	57	36
13131212	57	51
13131213	57	46
13131221	59	51
13131222	59	66
13131223	59	61
13131231	62	45
13131232	62	60
13131233	62	55
13131311	29	31
13131312	29	46
13131313	29	41
13131321	33	46
13131322	33	61
13131323	33	56
13131331	30	40
13131332	30	55
13131333	30	50
13132111	59	97
13132112	59	82
13132113	59	95
13132121	63	82
13132122	63	67
13132123	63	80
13132131	64	96
13132132	64	81
13132133	64	94
13132211	66	85
13132212	66	70
13132213	66	83
13132221	68	70
13132222	68	55
13132223	68	68
13132231	71	84
13132232	71	69
13132233	71	82
13132311	66	100
13132312	66	85
13132313	66	98
13132321	70	85
13132322	70	70
13132323	70	83
13132331	67	99
13132332	67	84
13132333	67	97
13133111	23	46
13133112	23	49
13133113	23	36
13133121	27	51
13133122	27	54
13133123	27	41
13133131	28	37
13133132	28	40
13133133	28	27
13133211	56	54
13133212	56	57
13133213	56	44
13133221	58	59
13133222	58	62
13133223	58	49
13133231	61	45
13133232	61	48
13133233	61	35
13133311	22	39
13133312	22	42
13133313	22	29
13133321	26	44
13133322	26	47
13133323	26	34
13133331	23	30
13133332	23	33
13133333	23	20
13211111	43	24
13211112	43	39
13211113	43	34
13211121	41	39
13211122	41	54
13211123	41	49
13211131	45	33
13211132	45	48
13211133	45	43
13211211	56	36
13211212	56	51
13211213	56	46
13211221	52	51
13211222	52	66
13211223	52	61
13211231	58	45
13211232	58	60
13211233	58	55
13211311	49	31
13211312	49	46
13211313	49	41
13211321	47	46
13211322	47	61
13211323	47	56
13211331	47	40
13211332	47	55
13211333	47	50
13212111	70	82
13212112	70	67
13212113	70	80
13212121	68	67
13212122	68	52
13212123	68	65
13212131	72	81
13212132	72	66
13212133	72	79
13212211	57	70
13212212	57	55
13212213	57	68
13212221	53	55
13212222	53	40
13212223	53	53
13212231	59	69
13212232	59	54
13212233	59	67
13212311	78	85
