# chimera	E	m
11212132	1	13
11212133	1	18
11212211	1	13
11212212	1	9
11212213	1	14
11212221	1	8
11212222	1	4
11212223	1	9
11212231	1	13
11212232	1	9
11212233	1	14
11212311	1	18
11212312	1	14
11212313	1	19
11212321	1	13
11212322	1	9
11212323	1	14
11212331	1	18
11212332	1	14
11212333	1	19
11213111	1	22
11213112	1	18
11213113	1	23
11213121	1	17
11213122	1	13
11213123	1	18
11213131	1	22
11213132	1	18
11213133	1	23
11213211	1	18
11213212	1	14
11213213	1	19
11213221	1	13
11213222	1	9
11213223	1	14
11213231	1	18
11213232	1	14
11213233	1	19
11213311	1	23
11213312	1	19
11213313	1	24
11213321	1	18
11213322	1	14
11213323	1	19
11213331	1	23
11213332	1	19
11213333	1	24
11221111	0	18
11221112	0	14
11221113	0	19
11221121	0	13
11221122	0	9
11221123	0	14
11221131	0	18
11221132	0	14
11221133	0	19
11221211	0	14
11221212	0	10
11221213	0	15
11221221	0	9
11221222	0	5
11221223	0	10
11221231	0	14
11221232	0	10
11221233	0	15
11221311	0	19
11221312	0	15
11221313	0	20
11221321	0	14
11221322	0	10
11221323	0	15
11221331	0	19
11221332	0	15
11221333	0	20
11222111	0	13
11222112	0	9
11222113	0	14
11222121	0	8
11222122	0	4
11222123	0	9
11222131	0	13
11222132	0	9
11222133	0	14
11222211	0	9
11222212	0	5
11222213	0	10
11222221	0	4
11222222	0	0
11222223	0	5
11222231	0	9
11222232	0	5
11222233	0	10
11222311	0	14
11222312	0	10
11222313	0	15
11222321	0	9
11222322	0	5
11222323	0	10
11222331	0	14
11222332	0	10
11222333	0	15
11223111	0	18
11223112	0	14
11223113	0	19
11223121	0	13
11223122	0	9
11223123	0	14
11223131	0	18
11223132	0	14
11223133	0	19
11223211	0	14
11223212	0	10
11223213	0	15
11223221	0	9
11223222	0	5
11223223	0	10
11223231	0	14
11223232	0	10
11223233	0	15
11223311	0	19
11223312	0	15
11223313	0	20
11223321	0	14
11223322	0	10
11223323	0	15
11223331	0	19
11223332	0	15
11223333	0	20
11231111	1	23
11231112	1	19
11231113	1	24
11231121	1	18
11231122	1	14
11231123	1	19
11231131	1	23
11231132	1	19
11231133	1	24
11231211	1	19
11231212	1	15
11231213	1	20
11231221	1	14
11231222	1	10
11231223	1	15
11231231	1	19
11231232	1	15
11231233	1	20
11231311	1	24
11231312	1	20
11231313	1	25
11231321	1	19
11231322	1	15
11231323	1	20
11231331	1	24
11231332	1	20
11231333	1	25
11232111	1	18
11232112	1	14
11232113	1	19
11232121	1	13
11232122	1	9
11232123	1	14
11232131	1	18
11232132	1	14
11232133	1	19
11232211	1	14
11232212	1	10
11232213	1	15
11232221	1	9
11232222	1	5
11232223	1	10
11232231	1	14
11232232	1	10
11232233	1	15
11232311	1	19
11232312	1	15
11232313	1	20
11232321	1	14
11232322	1	10
11232323	1	15
11232331	1	19
11232332	1	15
11232333	1	20
11233111	1	23
11233112	1	19
11233113	1	24
11233121	1	18
11233122	1	14
11233123	1	19
11233131	1	23
11233132	1	19
11233133	1	24
11233211	1	19
11233212	1	15
11233213	1	20
11233221	1	14
11233222	1	10
11233223	1	15
11233231	1	19
11233232	1	15
11233233	1	20
11233311	1	24
11233312	1	20
11233313	1	25
11233321	1	19
11233322	1	15
11233323	1	20
11233331	1	24
11233332	1	20
11233333	1	25
11311111	7	26
11311112	7	28
11311113	7	23
11311121	7	29
11311122	7	31
11311123	7	26
11311131	7	24
11311132	7	26
11311133	7	21
11311211	7	26
11311212	7	28
11311213	7	23
11311221	7	29
11311222	7	31
11311223	7	26
11311231	7	24
11311232	7	26
11311233	7	21
11311311	7	21
11311312	7	23
11311313	7	18
11311321	7	24
11311322	7	26
11311323	7	21
11311331	7	19
11311332	7	21
11311333	7	16
11312111	7	27
11312112	7	29
11312113	7	24
11312121	7	30
11312122	7	32
11312123	7	27
11312131	7	25
11312132	7	27
11312133	7	22
11312211	7	27
11312212	7	29
11312213	7	24
11312221	7	30
11312222	7	32
11312223	7	27
11312231	7	25
11312232	7	27
11312233	7	22
11312311	7	22
11312312	7	24
11312313	7	19
11312321	7	25
11312322	7	27
11312323	7	22
11312331	7	20
11312332	7	22
11312333	7	17
11313111	7	22
11313112	7	24
11313113	7	19
11313121	7	25
11313122	7	27
11313123	7	22
11313131	7	20
11313132	7	22
11313133	7	17
11313211	7	22
11313212	7	24
11313213	7	19
11313221	7	25
11313222	7	27
11313223	7	22
11313231	7	20
11313232	7	22
11313233	7	17
11313311	7	17
11313312	7	19
11313313	7	14
11313321	7	20
11313322	7	22
11313323	7	17
11313331	7	15
11313332	7	17
11313333	7	12
11321111	8	29
11321112	8	31
11321113	8	26
11321121	8	32
11321122	8	34
11321123	8	29
11321131	8	27
11321132	8	29
11321133	8	24
11321211	8	29
11321212	8	31
11321213	8	26
11321221	8	32
11321222	8	34
11321223	8	29
11321231	8	27
11321232	8	29
11321233	8	24
11321311	8	24
11321312	8	26
11321313	8	21
11321321	8	27
11321322	8	29
11321323	8	24
11321331	8	22
11321332	8	24
11321333	8	19
11322111	8	30
11322112	8	32
11322113	8	27
11322121	8	33
11322122	8	35
11322123	8	30
11322131	8	28
11322132	8	30
11322133	8	25
11322211	8	30
11322212	8	32
11322213	8	27
11322221	8	33
11322222	8	35
11322223	8	30
11322231	8	28
11322232	8	30
11322233	8	25
11322311	8	25
11322312	8	27
11322313	8	22
11322321	8	28
11322322	8	30
11322323	8	25
11322331	8	23
11322332	8	25
11322333	8	20
11323111	8	25
11323112	8	27
11323113	8	22
11323121	8	28
11323122	8	30
11323123	8	25
11323131	8	23
11323132	8	25
11323133	8	20
11323211	8	25
11323212	8	27
11323213	8	22
11323221	8	28
11323222	8	30
11323223	8	25
11323231	8	23
11323232	8	25
11323233	8	20
11323311	8	20
11323312	8	22
11323313	8	17
11323321	8	23
11323322	8	25
11323323	8	20
11323331	8	18
11323332	8	20
11323333	8	15
11331111	7	24
11331112	7	26
11331113	7	21
11331121	7	27
11331122	7	29
11331123	7	24
11331131	7	22
11331132	7	24
11331133	7	19
11331211	7	24
11331212	7	26
11331213	7	21
11331221	7	27
11331222	7	29
11331223	7	24
11331231	7	22
11331232	7	24
11331233	7	19
11331311	7	19
11331312	7	21
11331313	7	16
11331321	7	22
11331322	7	24
11331323	7	19
11331331	7	17
11331332	7	19
11331333	7	14
11332111	7	25
11332112	7	27
11332113	7	22
11332121	7	28
11332122	7	30
11332123	7	25
11332131	7	23
11332132	7	25
11332133	7	20
11332211	7	25
11332212	7	27
11332213	7	22
11332221	7	28
11332222	7	30
11332223	7	25
11332231	7	23
11332232	7	25
11332233	7	20
11332311	7	20
11332312	7	22
11332313	7	17
11332321	7	23
11332322	7	25
11332323	7	20
11332331	7	18
11332332	7	20
11332333	7	15
11333111	7	20
11333112	7	22
11333113	7	17
11333121	7	23
11333122	7	25
11333123	7	20
11333131	7	18
11333132	7	20
11333133	7	15
11333211	7	20
11333212	7	22
11333213	7	17
11333221	7	23
11333222	7	25
11333223	7	20
11333231	7	18
11333232	7	20
11333233	7	15
11333311	7	15
11333312	7	17
11333313	7	12
11333321	7	18
11333322	7	20
11333323	7	15
11333331	7	13
11333332	7	15
11333333	7	10
12111111	0	0
12111112	0	4
12111113	0	3
12111121	0	5
12111122	0	9
12111123	0	8
12111131	0	2
12111132	0	6
12111133	0	5
12111211	0	4
12111212	0	8
12111213	0	7
12111221	0	9
12111222	0	13
12111223	0	12
12111231	0	6
12111232	0	10
12111233	0	9
12111311	0	5
12111312	0	9
12111313	0	8
12111321	0	10
12111322	0	14
12111323	0	13
12111331	0	7
12111332	0	11
12111333	0	10
12112111	0	5
12112112	0	9
12112113	0	8
12112121	0	10
12112122	0	14
12112123	0	13
12112131	0	7
12112132	0	11
12112133	0	10
12112211	0	9
12112212	0	13
12112213	0	12
12112221	0	14
12112222	0	18
12112223	0	17
12112231	0	11
12112232	0	15
12112233	0	14
12112311	0	10
12112312	0	14
12112313	0	13
12112321	0	15
12112322	0	19
12112323	0	18
12112331	0	12
12112332	0	16
12112333	0	15
12113111	0	4
12113112	0	8
12113113	0	7
12113121	0	9
12113122	0	13
12113123	0	12
12113131	0	6
12113132	0	10
12113133	0	9
12113211	0	8
12113212	0	12
12113213	0	11
12113221	0	13
12113222	0	17
12113223	0	16
12113231	0	10
12113232	0	14
12113233	0	13
12113311	0	9
12113312	0	13
12113313	0	12
12113321	0	14
12113322	0	18
12113323	0	17
12113331	0	11
12113332	0	15
12113333	0	14
12121111	1	4
12121112	1	8
12121113	1	7
12121121	1	9
12121122	1	13
12121123	1	12
12121131	1	6
12121132	1	10
12121133	1	9
12121211	1	8
12121212	1	12
12121213	1	11
12121221	1	13
12121222	1	17
12121223	1	16
12121231	1	10
12121232	1	14
12121233	1	13
12121311	1	9
12121312	1	13
12121313	1	12
12121321	1	14
12121322	1	18
12121323	1	17
12121331	1	11
12121332	1	15
12121333	1	14
12122111	1	9
12122112	1	13
12122113	1	12
12122121	1	14
12122122	1	18
12122123	1	17
12122131	1	11
12122132	1	15
12122133	1	14
12122211	1	13
12122212	1	17
12122213	1	16
12122221	1	18
12122222	1	22
12122223	1	21
12122231	1	15
12122232	1	19
12122233	1	18
12122311	1	14
12122312	1	18
12122313	1	17
12122321	1	19
12122322	1	23
12122323	1	22
12122331	1	16
12122332	1	20
12122333	1	19
12123111	1	8
12123112	1	12
12123113	1	11
12123121	1	13
12123122	1	17
12123123	1	16
12123131	1	10
12123132	1	14
12123133	1	13
12123211	1	12
12123212	1	16
12123213	1	15
12123221	1	17
12123222	1	21
12123223	1	20
12123231	1	14
12123232	1	18
12123233	1	17
12123311	1	13
12123312	1	17
12123313	1	16
12123321	1	18
12123322	1	22
12123323	1	21
12123331	1	15
12123332	1	19
12123333	1	18
12131111	0	2
12131112	0	6
12131113	0	5
12131121	0	7
12131122	0	11
12131123	0	10
12131131	0	4
12131132	0	8
12131133	0	7
12131211	0	6
12131212	0	10
12131213	0	9
12131221	0	11
12131222	0	15
12131223	0	14
12131231	0	8
12131232	0	12
12131233	0	11
12131311	0	7
12131312	0	11
12131313	0	10
12131321	0	12
12131322	0	16
12131323	0	15
12131331	0	9
12131332	0	13
12131333	0	12
12132111	0	7
12132112	0	11
12132113	0	10
12132121	0	12
12132122	0	16
12132123	0	15
12132131	0	9
12132132	0	13
12132133	0	12
12132211	0	11
12132212	0	15
12132213	0	14
12132221	0	16
12132222	0	20
12132223	0	19
12132231	0	13
12132232	0	17
12132233	0	16
12132311	0	12
12132312	0	16
12132313	0	15
12132321	0	17
12132322	0	21
12132323	0	20
12132331	0	14
12132332	0	18
12132333	0	17
12133111	0	6
12133112	0	10
12133113	0	9
12133121	0	11
12133122	0	15
12133123	0	14
12133131	0	8
12133132	0	12
12133133	0	11
12133211	0	10
12133212	0	14
12133213	0	13
12133221	0	15
12133222	0	19
12133223	0	18
12133231	0	12
12133232	0	16
12133233	0	15
12133311	0	11
12133312	0	15
12133313	0	14
12133321	0	16
12133322	0	20
12133323	0	19
12133331	0	13
12133332	0	17
12133333	0	16
12211111	1	22
12211112	1	18
12211113	1	23
12211121	1	17
12211122	1	13
12211123	1	18
12211131	1	22
12211132	1	18
12211133	1	23
12211211	1	18
12211212	1	14
12211213	1	19
12211221	1	13
12211222	1	9
12211223	1	14
12211231	1	18
12211232	1	14
12211233	1	19
12211311	1	23
12211312	1	19
12211313	1	24
12211321	1	18
12211322	1	14
12211323	1	19
12211331	1	23
12211332	1	19
12211333	1	24
12212111	1	17
12212112	1	13
12212113	1	18
12212121	1	12
12212122	1	8
12212123	1	13
12212131	1	17
12212132	1	13
12212133	1	18
12212211	1	13
12212212	1	9
12212213	1	14
12212221	1	8
12212222	1	4
12212223	1	9
12212231	1	13
12212232	1	9
12212233	1	14
12212311	1	18
12212312	1	14
12212313	1	19
12212321	1	13
12212322	1	9
12212323	1	14
12212331	1	18
12212332	1	14
12212333	1	19
12213111	1	22
12213112	1	18
12213113	1	23
12213121	1	17
12213122	1	13
12213123	1	18
12213131	1	22
12213132	1	18
12213133	1	23
12213211	1	18
12213212	1	14
12213213	1	19
12213221	1	13
12213222	1	9
12213223	1	14
12213231	1	18
12213232	1	14
12213233	1	19
12213311	1	23
12213312	1	19
12213313	1	24
12213321	1	18
12213322	1	14
12213323	1	19
12213331	1	23
12213332	1	19
12213333	1	24
12221111	0	18
12221112	0	14
12221113	0	19
12221121	0	13
12221122	0	9
12221123	0	14
12221131	0	18
12221132	0	14
12221133	0	19
12221211	0	14
12221212	0	10
12221213	0	15
12221221	0	9
12221222	0	5
12221223	0	10
12221231	0	14
12221232	0	10
12221233	0	15
12221311	0	19
12221312	0	15
12221313	0	20
12221321	0	14
12221322	0	10
12221323	0	15
12221331	0	19
12221332	0	15
12221333	0	20
12222111	0	13
12222112	0	9
12222113	0	14
12222121	0	8
12222122	0	4
12222123	0	9
12222131	0	13
12222132	0	9
12222133	0	14
12222211	0	9
12222212	0	5
12222213	0	10
12222221	0	4
12222222	0	0
12222223	0	5
12222231	0	9
12222232	0	5
12222233	0	10
12222311	0	14
12222312	0	10
12222313	0	15
12222321	0	9
12222322	0	5
12222323	0	10
12222331	0	14
12222332	0	10
12222333	0	15
12223111	0	18
12223112	0	14
12223113	0	19
12223121	0	13
12223122	0	9
12223123	0	14
12223131	0	18
12223132	0	14
12223133	0	19
12223211	0	14
12223212	0	10
12223213	0	15
12223221	0	9
12223222	0	5
12223223	0	10
12223231	0	14
12223232	0	10
12223233	0	15
12223311	0	19
12223312	0	15
12223313	0	20
12223321	0	14
12223322	0	10
12223323	0	15
12223331	0	19
12223332	0	15
12223333	0	20
12231111	1	23
12231112	1	19
12231113	1	24
12231121	1	18
12231122	1	14
12231123	1	19
12231131	1	23
12231132	1	19
12231133	1	24
12231211	1	19
12231212	1	15
12231213	1	20
12231221	1	14
12231222	1	10
12231223	1	15
12231231	1	19
12231232	1	15
12231233	1	20
12231311	1	24
12231312	1	20
12231313	1	25
12231321	1	19
12231322	1	15
12231323	1	20
12231331	1	24
12231332	1	20
12231333	1	25
12232111	1	18
12232112	1	14
12232113	1	19
12232121	1	13
12232122	1	9
12232123	1	14
12232131	1	18
12232132	1	14
12232133	1	19
12232211	1	14
12232212	1	10
12232213	1	15
12232221	1	9
12232222	1	5
12232223	1	10
12232231	1	14
12232232	1	10
12232233	1	15
12232311	1	19
12232312	1	15
12232313	1	20
12232321	1	14
12232322	1	10
12232323	1	15
12232331	1	19
12232332	1	15
12232333	1	20
12233111	1	23
12233112	1	19
12233113	1	24
12233121	1	18
12233122	1	14
12233123	1	19
12233131	1	23
12233132	1	19
12233133	1	24
12233211	1	19
12233212	1	15
12233213	1	20
12233221	1	14
12233222	1	10
12233223	1	15
12233231	1	19
12233232	1	15
12233233	1	20
12233311	1	24
12233312	1	20
12233313	1	25
12233321	1	19
12233322	1	15
12233323	1	20
12233331	1	24
12233332	1	20
12233333	1	25
12311111	7	26
12311112	7	28
12311113	7	23
12311121	7	29
12311122	7	31
12311123	7	26
12311131	7	24
12311132	7	26
12311133	7	21
12311211	7	26
12311212	7	28
12311213	7	23
12311221	7	29
12311222	7	31
12311223	7	26
12311231	7	24
12311232	7	26
12311233	7	21
12311311	7	21
12311312	7	23
12311313	7	18
12311321	7	24
12311322	7	26
12311323	7	21
12311331	7	19
12311332	7	21
12311333	7	16
12312111	7	27
12312112	7	29
12312113	7	24
12312121	7	30
12312122	7	32
12312123	7	27
12312131	7	25
12312132	7	27
12312133	7	22
12312211	7	27
12312212	7	29
12312213	7	24
12312221	7	30
12312222	7	32
12312223	7	27
12312231	7	25
12312232	7	27
12312233	7	22
12312311	7	22
12312312	7	24
12312313	7	19
12312321	7	25
12312322	7	27
12312323	7	22
12312331	7	20
12312332	7	22
12312333	7	17
12313111	7	22
12313112	7	24
12313113	7	19
12313121	7	25
12313122	7	27
12313123	7	22
12313131	7	20
12313132	7	22
12313133	7	17
12313211	7	22
12313212	7	24
12313213	7	19
12313221	7	25
12313222	7	27
12313223	7	22
12313231	7	20
12313232	7	22
12313233	7	17
12313311	7	17
12313312	7	19
12313313	7	14
12313321	7	20
12313322	7	22
12313323	7	17
12313331	7	15
12313332	7	17
12313333	7	12
12321111	8	29
12321112	8	31
12321113	8	26
12321121	8	32
12321122	8	34
12321123	8	29
12321131	8	27
12321132	8	29
12321133	8	24
12321211	8	29
12321212	8	31
12321213	8	26
12321221	8	32
12321222	8	34
12321223	8	29
12321231	8	27
12321232	8	29
12321233	8	24
12321311	8	24
12321312	8	26
12321313	8	21
12321321	8	27
12321322	8	29
12321323	8	24
12321331	8	22
12321332	8	24
12321333	8	19
12322111	8	30
12322112	8	32
12322113	8	27
12322121	8	33
12322122	8	35
12322123	8	30
12322131	8	28
12322132	8	30
12322133	8	25
12322211	8	30
12322212	8	32
12322213	8	27
12322221	8	33
12322222	8	35
12322223	8	30
12322231	8	28
12322232	8	30
12322233	8	25
12322311	8	25
12322312	8	27
12322313	8	22
12322321	8	28
12322322	8	30
12322323	8	25
12322331	8	23
12322332	8	25
12322333	8	20
12323111	8	25
12323112	8	27
12323113	8	22
12323121	8	28
12323122	8	30
12323123	8	25
12323131	8	23
12323132	8	25
12323133	8	20
12323211	8	25
12323212	8	27
12323213	8	22
12323221	8	28
12323222	8	30
12323223	8	25
12323231	8	23
12323232	8	25
12323233	8	20
12323311	8	20
12323312	8	22
12323313	8	17
12323321	8	23
12323322	8	25
12323323	8	20
12323331	8	18
12323332	8	20
12323333	8	15
12331111	7	24
12331112	7	26
12331113	7	21
12331121	7	27
12331122	7	29
12331123	7	24
12331131	7	22
12331132	7	24
12331133	7	19
12331211	7	24
12331212	7	26
12331213	7	21
12331221	7	27
12331222	7	29
12331223	7	24
12331231	7	22
12331232	7	24
12331233	7	19
12331311	7	19
12331312	7	21
12331313	7	16
12331321	7	22
12331322	7	24
12331323	7	19
12331331	7	17
12331332	7	19
12331333	7	14
12332111	7	25
12332112	7	27
12332113	7	22
12332121	7	28
12332122	7	30
12332123	7	25
12332131	7	23
12332132	7	25
12332133	7	20
12332211	7	25
12332212	7	27
12332213	7	22
12332221	7	28
12332222	7	30
12332223	7	25
12332231	7	23
12332232	7	25
12332233	7	20
12332311	7	20
12332312	7	22
12332313	7	17
12332321	7	23
12332322	7	25
12332323	7	20
12332331	7	18
12332332	7	20
12332333	7	15
12333111	7	20
12333112	7	22
12333113	7	17
12333121	7	23
12333122	7	25
12333123	7	20
12333131	7	18
12333132	7	20
12333133	7	15
12333211	7	20
12333212	7	22
12333213	7	17
12333221	7	23
12333222	7	25
12333223	7	20
12333231	7	18
12333232	7	20
12333233	7	15
12333311	7	15
12333312	7	17
12333313	7	12
12333321	7	18
12333322	7	20
12333323	7	15
12333331	7	13
12333332	7	15
12333333	7	10
13111111	7	5
13111112	7	9
13111113	7	8
13111121	7	10
13111122	7	14
13111123	7	13
13111131	7	7
13111132	7	11
13111133	7	10
13111211	7	9
13111212	7	13
13111213	7	12
13111221	7	14
13111222	7	18
13111223	7	17
13111231	7	11
13111232	7	15
13111233	7	14
13111311	7	10
13111312	7	14
13111313	7	13
13111321	7	15
13111322	7	19
13111323	7	18
13111331	7	12
13111332	7	16
13111333	7	15
13112111	7	10
13112112	7	14
13112113	7	13
13112121	7	15
13112122	7	19
13112123	7	18
13112131	7	12
13112132	7	16
13112133	7	15
13112211	7	14
13112212	7	18
13112213	7	17
13112221	7	19
13112222	7	23
13112223	7	22
13112231	7	16
13112232	7	20
13112233	7	19
13112311	7	15
13112312	7	19
13112313	7	18
13112321	7	20
13112322	7	24
13112323	7	23
13112331	7	17
13112332	7	21
13112333	7	20
13113111	7	9
13113112	7	13
13113113	7	12
13113121	7	14
13113122	7	18
13113123	7	17
13113131	7	11
13113132	7	15
13113133	7	14
13113211	7	13
13113212	7	17
13113213	7	16
13113221	7	18
13113222	7	22
13113223	7	21
13113231	7	15
13113232	7	19
13113233	7	18
13113311	7	14
13113312	7	18
13113313	7	17
13113321	7	19
13113322	7	23
13113323	7	22
13113331	7	16
13113332	7	20
13113333	7	19
13121111	8	9
13121112	8	13
13121113	8	12
13121121	8	14
13121122	8	18
13121123	8	17
13121131	8	11
13121132	8	15
13121133	8	14
13121211	8	13
13121212	8	17
13121213	8	16
13121221	8	18
13121222	8	22
13121223	8	21
13121231	8	15
13121232	8	19
13121233	8	18
13121311	8	14
13121312	8	18
13121313	8	17
13121321	8	19
13121322	8	23
13121323	8	22
13121331	8	16
13121332	8	20
13121333	8	19
13122111	8	14
13122112	8	18
13122113	8	17
13122121	8	19
13122122	8	23
13122123	8	22
13122131	8	16
13122132	8	20
13122133	8	19
13122211	8	18
13122212	8	22
13122213	8	21
13122221	8	23
13122222	8	27
13122223	8	26
13122231	8	20
13122232	8	24
13122233	8	23
13122311	8	19
13122312	8	23
13122313	8	22
13122321	8	24
13122322	8	28
13122323	8	27
13122331	8	21
13122332	8	25
13122333	8	24
13123111	8	13
13123112	8	17
13123113	8	16
13123121	8	18
13123122	8	22
13123123	8	21
13123131	8	15
13123132	8	19
13123133	8	18
13123211	8	17
13123212	8	21
13123213	8	20
13123221	8	22
13123222	8	26
13123223	8	25
13123231	8	19
13123232	8	23
13123233	8	22
13123311	8	18
13123312	8	22
13123313	8	21
13123321	8	23
13123322	8	27
13123323	8	26
13123331	8	20
13123332	8	24
13123333	8	23
13131111	7	7
13131112	7	11
13131113	7	10
13131121	7	12
13131122	7	16
13131123	7	15
13131131	7	9
13131132	7	13
13131133	7	12
13131211	7	11
13131212	7	15
13131213	7	14
13131221	7	16
13131222	7	20
13131223	7	19
13131231	7	13
13131232	7	17
13131233	7	16
13131311	7	12
13131312	7	16
13131313	7	15
13131321	7	17
13131322	7	21
13131323	7	20
13131331	7	14
13131332	7	18
13131333	7	17
13132111	7	12
13132112	7	16
13132113	7	15
13132121	7	17
13132122	7	21
13132123	7	20
13132131	7	14
13132132	7	18
13132133	7	17
13132211	7	16
13132212	7	20
13132213	7	19
13132221	7	21
13132222	7	25
13132223	7	24
13132231	7	18
13132232	7	22
13132233	7	21
13132311	7	17
13132312	7	21
13132313	7	20
13132321	7	22
13132322	7	26
13132323	7	25
13132331	7	19
13132332	7	23
13132333	7	22
13133111	7	11
13133112	7	15
13133113	7	14
13133121	7	16
13133122	7	20
13133123	7	19
13133131	7	13
13133132	7	17
13133133	7	16
13133211	7	15
13133212	7	19
13133213	7	18
13133221	7	20
13133222	7	24
13133223	7	23
13133231	7	17
13133232	7	21
13133233	7	20
13133311	7	16
13133312	7	20
13133313	7	19
13133321	7	21
13133322	7	25
13133323	7	24
13133331	7	18
13133332	7	22
13133333	7	21
13211111	11	27
13211112	11	23
13211113	11	28
13211121	11	22
13211122	11	18
13211123	11	23
13211131	11	27
13211132	11	23
13211133	11	28
13211211	11	23
13211212	11	19
13211213	11	24
13211221	11	18
13211222	11	14
13211223	11	19
13211231	11	23
13211232	11	19
13211233	11	24
13211311	11	28
13211312	11	24
13211313	11	29
13211321	11	23
13211322	11	19
13211323	11	24
13211331	11	28
13211332	11	24
13211333	11	29
13212111	11	22
13212112	11	18
13212113	11	23
13212121	11	17
13212122	11	13
13212123	11	18
13212131	11	22
13212132	11	18
13212133	11	23
13212211	11	18
13212212	11	14
13212213	11	19
13212221	11	13
13212222	11	9
13212223	11	14
13212231	11	18
13212232	11	14
13212233	11	19
13212311	11	23
